Fra;Til;KWH 60 Forbruk
23.12.2020 09:00;23.12.2020 10:00;5.146
23.12.2020 10:00;23.12.2020 11:00;4.653
23.12.2020 11:00;23.12.2020 12:00;5.65
23.12.2020 12:00;23.12.2020 13:00;5.405
23.12.2020 13:00;23.12.2020 14:00;5.407
23.12.2020 14:00;23.12.2020 15:00;5.667
23.12.2020 15:00;23.12.2020 16:00;5.838
23.12.2020 16:00;23.12.2020 17:00;5.045
23.12.2020 17:00;23.12.2020 18:00;5.857
23.12.2020 18:00;23.12.2020 19:00;6.349
23.12.2020 19:00;23.12.2020 20:00;5.012
23.12.2020 20:00;23.12.2020 21:00;4.485
23.12.2020 21:00;23.12.2020 22:00;4.678
23.12.2020 22:00;23.12.2020 23:00;6.411
23.12.2020 23:00;24.12.2020 00:00;4.476
24.12.2020 00:00;24.12.2020 01:00;4.162
24.12.2020 01:00;24.12.2020 02:00;4.18
24.12.2020 02:00;24.12.2020 03:00;4.327
24.12.2020 03:00;24.12.2020 04:00;4.002
24.12.2020 04:00;24.12.2020 05:00;3.695
24.12.2020 05:00;24.12.2020 06:00;3.442
24.12.2020 06:00;24.12.2020 07:00;3.483
24.12.2020 07:00;24.12.2020 08:00;3.491
24.12.2020 08:00;24.12.2020 09:00;3.862
24.12.2020 09:00;24.12.2020 10:00;3.779
24.12.2020 10:00;24.12.2020 11:00;4.763
24.12.2020 11:00;24.12.2020 12:00;4.713
24.12.2020 12:00;24.12.2020 13:00;4.545
24.12.2020 13:00;24.12.2020 14:00;4.697
24.12.2020 14:00;24.12.2020 15:00;6.987
24.12.2020 15:00;24.12.2020 16:00;5.866
24.12.2020 16:00;24.12.2020 17:00;5.896
24.12.2020 17:00;24.12.2020 18:00;5.464
24.12.2020 18:00;24.12.2020 19:00;5.205
24.12.2020 19:00;24.12.2020 20:00;5.162
24.12.2020 20:00;24.12.2020 21:00;4.927
24.12.2020 21:00;24.12.2020 22:00;4.35
24.12.2020 22:00;24.12.2020 23:00;4.599
24.12.2020 23:00;25.12.2020 00:00;4.94
25.12.2020 00:00;25.12.2020 01:00;4.682
25.12.2020 01:00;25.12.2020 02:00;4.202
25.12.2020 02:00;25.12.2020 03:00;3.87
25.12.2020 03:00;25.12.2020 04:00;4.094
25.12.2020 04:00;25.12.2020 05:00;4.019
25.12.2020 05:00;25.12.2020 06:00;4.305
25.12.2020 06:00;25.12.2020 07:00;4.478
25.12.2020 07:00;25.12.2020 08:00;5.194
25.12.2020 08:00;25.12.2020 09:00;5.078
25.12.2020 09:00;25.12.2020 10:00;4.964
25.12.2020 10:00;25.12.2020 11:00;5.341
25.12.2020 11:00;25.12.2020 12:00;4.998
25.12.2020 12:00;25.12.2020 13:00;4.883
25.12.2020 13:00;25.12.2020 14:00;5.452
25.12.2020 14:00;25.12.2020 15:00;5.189
25.12.2020 15:00;25.12.2020 16:00;5.507
25.12.2020 16:00;25.12.2020 17:00;7.96
25.12.2020 17:00;25.12.2020 18:00;8.621
25.12.2020 18:00;25.12.2020 19:00;8.654
25.12.2020 19:00;25.12.2020 20:00;5.762
25.12.2020 20:00;25.12.2020 21:00;5.383
25.12.2020 21:00;25.12.2020 22:00;5.479
25.12.2020 22:00;25.12.2020 23:00;5.151
25.12.2020 23:00;26.12.2020 00:00;4.468
26.12.2020 00:00;26.12.2020 01:00;4.766
26.12.2020 01:00;26.12.2020 02:00;4.953
26.12.2020 02:00;26.12.2020 03:00;4.409
26.12.2020 03:00;26.12.2020 04:00;4.66
26.12.2020 04:00;26.12.2020 05:00;4.484
26.12.2020 05:00;26.12.2020 06:00;4.096
26.12.2020 06:00;26.12.2020 07:00;3.591
26.12.2020 07:00;26.12.2020 08:00;4.433
26.12.2020 08:00;26.12.2020 09:00;4.674
26.12.2020 09:00;26.12.2020 10:00;4.63
26.12.2020 10:00;26.12.2020 11:00;5.176
26.12.2020 11:00;26.12.2020 12:00;5.827
26.12.2020 12:00;26.12.2020 13:00;5.981
26.12.2020 13:00;26.12.2020 14:00;7.187
26.12.2020 14:00;26.12.2020 15:00;8.105
26.12.2020 15:00;26.12.2020 16:00;8.067
26.12.2020 16:00;26.12.2020 17:00;5.648
26.12.2020 17:00;26.12.2020 18:00;8.586
26.12.2020 18:00;26.12.2020 19:00;8.921
26.12.2020 19:00;26.12.2020 20:00;9.437
26.12.2020 20:00;26.12.2020 21:00;8.58
26.12.2020 21:00;26.12.2020 22:00;8.227
26.12.2020 22:00;26.12.2020 23:00;8.367
26.12.2020 23:00;27.12.2020 00:00;7.694
27.12.2020 00:00;27.12.2020 01:00;6.94
27.12.2020 01:00;27.12.2020 02:00;4.344
27.12.2020 02:00;27.12.2020 03:00;3.668
27.12.2020 03:00;27.12.2020 04:00;3.483
27.12.2020 04:00;27.12.2020 05:00;3.551
27.12.2020 05:00;27.12.2020 06:00;3.837
27.12.2020 06:00;27.12.2020 07:00;3.771
27.12.2020 07:00;27.12.2020 08:00;4.52
27.12.2020 08:00;27.12.2020 09:00;4.451
27.12.2020 09:00;27.12.2020 10:00;5.253
27.12.2020 10:00;27.12.2020 11:00;4.589
27.12.2020 11:00;27.12.2020 12:00;5.658
27.12.2020 12:00;27.12.2020 13:00;4.133
27.12.2020 13:00;27.12.2020 14:00;4.459
27.12.2020 14:00;27.12.2020 15:00;5.414
27.12.2020 15:00;27.12.2020 16:00;5.684
27.12.2020 16:00;27.12.2020 17:00;6.121
27.12.2020 17:00;27.12.2020 18:00;4.016
27.12.2020 18:00;27.12.2020 19:00;4.558
27.12.2020 19:00;27.12.2020 20:00;4.857
27.12.2020 20:00;27.12.2020 21:00;5.152
27.12.2020 21:00;27.12.2020 22:00;4.188
27.12.2020 22:00;27.12.2020 23:00;4.648
27.12.2020 23:00;28.12.2020 00:00;4.065
28.12.2020 00:00;28.12.2020 01:00;3.829
28.12.2020 01:00;28.12.2020 02:00;3.931
28.12.2020 02:00;28.12.2020 03:00;3.544
28.12.2020 03:00;28.12.2020 04:00;3.61
28.12.2020 04:00;28.12.2020 05:00;3.414
28.12.2020 05:00;28.12.2020 06:00;3.786
28.12.2020 06:00;28.12.2020 07:00;3.629
28.12.2020 07:00;28.12.2020 08:00;3.976
28.12.2020 08:00;28.12.2020 09:00;3.819
28.12.2020 09:00;28.12.2020 10:00;4.471
28.12.2020 10:00;28.12.2020 11:00;4.436
28.12.2020 11:00;28.12.2020 12:00;4.419
28.12.2020 12:00;28.12.2020 13:00;4.426
28.12.2020 13:00;28.12.2020 14:00;4.975
28.12.2020 14:00;28.12.2020 15:00;4.467
28.12.2020 15:00;28.12.2020 16:00;4.584
28.12.2020 16:00;28.12.2020 17:00;4.514
28.12.2020 17:00;28.12.2020 18:00;6.46
28.12.2020 18:00;28.12.2020 19:00;4.723
28.12.2020 19:00;28.12.2020 20:00;4.493
28.12.2020 20:00;28.12.2020 21:00;5.189
28.12.2020 21:00;28.12.2020 22:00;5.032
28.12.2020 22:00;28.12.2020 23:00;3.951
28.12.2020 23:00;29.12.2020 00:00;5.611
29.12.2020 00:00;29.12.2020 01:00;4.799
29.12.2020 01:00;29.12.2020 02:00;3.657
29.12.2020 02:00;29.12.2020 03:00;3.604
29.12.2020 03:00;29.12.2020 04:00;3.614
29.12.2020 04:00;29.12.2020 05:00;3.826
29.12.2020 05:00;29.12.2020 06:00;3.524
29.12.2020 06:00;29.12.2020 07:00;3.656
29.12.2020 07:00;29.12.2020 08:00;4.47
29.12.2020 08:00;29.12.2020 09:00;4.913
29.12.2020 09:00;29.12.2020 10:00;4.806
29.12.2020 10:00;29.12.2020 11:00;5.079
29.12.2020 11:00;29.12.2020 12:00;5.29
29.12.2020 12:00;29.12.2020 13:00;6.425
29.12.2020 13:00;29.12.2020 14:00;5.066
29.12.2020 14:00;29.12.2020 15:00;4.966
29.12.2020 15:00;29.12.2020 16:00;4.742
29.12.2020 16:00;29.12.2020 17:00;4.815
29.12.2020 17:00;29.12.2020 18:00;5.106
29.12.2020 18:00;29.12.2020 19:00;4.831
29.12.2020 19:00;29.12.2020 20:00;5.011
29.12.2020 20:00;29.12.2020 21:00;4.682
29.12.2020 21:00;29.12.2020 22:00;6.795
29.12.2020 22:00;29.12.2020 23:00;8.232
29.12.2020 23:00;30.12.2020 00:00;7.592
30.12.2020 00:00;30.12.2020 01:00;7.21
30.12.2020 01:00;30.12.2020 02:00;7.188
30.12.2020 02:00;30.12.2020 03:00;7.332
30.12.2020 03:00;30.12.2020 04:00;7.111
30.12.2020 04:00;30.12.2020 05:00;7.194
30.12.2020 05:00;30.12.2020 06:00;4.235
30.12.2020 06:00;30.12.2020 07:00;3.78
30.12.2020 07:00;30.12.2020 08:00;3.956
30.12.2020 08:00;30.12.2020 09:00;4.594
30.12.2020 09:00;30.12.2020 10:00;4.366
30.12.2020 10:00;30.12.2020 11:00;5.702
30.12.2020 11:00;30.12.2020 12:00;4.819
30.12.2020 12:00;30.12.2020 13:00;4.126
30.12.2020 13:00;30.12.2020 14:00;4.559
30.12.2020 14:00;30.12.2020 15:00;3.916
30.12.2020 15:00;30.12.2020 16:00;5.406
30.12.2020 16:00;30.12.2020 17:00;4.74
30.12.2020 17:00;30.12.2020 18:00;3.815
30.12.2020 18:00;30.12.2020 19:00;6.26
30.12.2020 19:00;30.12.2020 20:00;8.643
30.12.2020 20:00;30.12.2020 21:00;7.751
30.12.2020 21:00;30.12.2020 22:00;5.027
30.12.2020 22:00;30.12.2020 23:00;4.715
30.12.2020 23:00;31.12.2020 00:00;4.28
31.12.2020 00:00;31.12.2020 01:00;4
31.12.2020 01:00;31.12.2020 02:00;4.045
31.12.2020 02:00;31.12.2020 03:00;4.384
31.12.2020 03:00;31.12.2020 04:00;3.584
31.12.2020 04:00;31.12.2020 05:00;4.643
31.12.2020 05:00;31.12.2020 06:00;4.018
31.12.2020 06:00;31.12.2020 07:00;3.936
31.12.2020 07:00;31.12.2020 08:00;3.554
31.12.2020 08:00;31.12.2020 09:00;3.772
31.12.2020 09:00;31.12.2020 10:00;4.007
31.12.2020 10:00;31.12.2020 11:00;4.848
31.12.2020 11:00;31.12.2020 12:00;4.65
31.12.2020 12:00;31.12.2020 13:00;4.417
31.12.2020 13:00;31.12.2020 14:00;5.031
31.12.2020 14:00;31.12.2020 15:00;5.045
31.12.2020 15:00;31.12.2020 16:00;5.826
31.12.2020 16:00;31.12.2020 17:00;5.094
31.12.2020 17:00;31.12.2020 18:00;7
31.12.2020 18:00;31.12.2020 19:00;4.582
31.12.2020 19:00;31.12.2020 20:00;4.611
31.12.2020 20:00;31.12.2020 21:00;4.911
31.12.2020 21:00;31.12.2020 22:00;5.003
31.12.2020 22:00;31.12.2020 23:00;4.823
31.12.2020 23:00;01.01.2021 00:00;4.947
